Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
11,X113,SCHOOL OF DIPLOMACY,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,9/16/2022,DOES,,DOES,"$196,585.00 ",$0.00 ,DSF0000866079
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,"CM,F&E",In-Progress,6/12/2025,12/3/2026,,188696,"$50,270.00 ","$50,270.00 ","DSF0001030181, DSF0001083911"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,2/22/2022,5/11/2024,,1912890,"$782,370.00 ","$781,303.00 ","DSF0000953838, DSF0000953840, DSF0000953841, DSF0000953842, DSF0000953843"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,Construction,In-Progress,6/12/2025,12/3/2026,,2206349,"$2,006,187.00 ","$54,037.00 ","DSF0001030181, DSF0001083911"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,2/22/2022,5/11/2024,,30742876,"$28,117,060.00 ","$25,347,609.00 ","DSF0000953838, DSF0000953840, DSF0000953841, DSF0000953842, DSF0000953843"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,Design,Complete,6/1/2023,10/4/2023,12/7/2023,111899,"$275,026.00 ","$232,873.00 ","DSF0001030181, DSF0001083911"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,10/27/2020,6/15/2021,7/1/2021,1366350,"$663,796.00 ","$644,747.00 ","DSF0000953838, DSF0000953840, DSF0000953841, DSF0000953842, DSF0000953843"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,5/22/2020,11/19/2020,10/21/2020,273270,"$295,187.00 ","$295,187.00 ","DSF0000953838, DSF0000953840, DSF0000953841, DSF0000953842, DSF0000953843"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,Scope,Complete,10/17/2022,6/22/2023,6/1/2023,23099,"$62,634.00 ","$50,953.00 ","DSF0001030181, DSF0001083911"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,$0.00 ,$0.00 ,DSF0001034113
11,X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,FY22 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,"CM,F&E",In-Progress,6/17/2024,1/7/2026,,180168,"$106,036.00 ","$105,959.00 ","DSF0001034114, DSF0001083917"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,FY22 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Construction,In-Progress,6/17/2024,1/7/2026,,2642462,"$2,578,370.00 ","$848,907.00 ","DSF0001034114, DSF0001083917"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Construction,PNS,PNS,PNS,PNS,0,$0.00 ,$0.00 ,DSF0001034113
11,X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,FY22 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Design,Complete,4/20/2023,8/21/2023,5/12/2023,180168,"$135,685.00 ","$89,474.00 ","DSF0001034114, DSF0001083917"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Design,PNS,PNS,PNS,PNS,0,$0.00 ,$0.00 ,DSF0001034113
11,X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,FY22 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Scope,Complete,10/7/2022,5/22/2023,4/20/2023,0,"$23,911.00 ","$23,911.00 ","DSF0001034114, DSF0001083917"
11,X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Scope,PNS,PNS,PNS,PNS,0,$0.00 ,$0.00 ,DSF0001034113
11,X113,SCHOOL OF DIPLOMACY,SCA IEH,PO18-ABATE ACM PIPE INSULATION CE TO SHOW LOCATION APPROX: 3 FT.,Construction,Complete,2/21/2025,IEH,3/2/2025,IEH,"$20,137.00 ","$9,887.00 ",SCA0000073938
9,X114,P.S. 114 - BRONX,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,"$100,000.00 ",$0.00 ,DSF0001113361
9,X114,P.S. 114 - BRONX,DOE - RESOA,FY23 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,"$150,000.00 ",$0.00 ,DSF0001036231
9,X114,P.S. 114 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,2/2/2024,11/27/2024,,108783,"$90,908.00 ","$87,343.00 ",DSF0001035057
9,X114,P.S. 114 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,7/22/2019,7/20/2021,,465500,"$1,495,695.00 ","$1,484,927.00 ","DSF0000798352, DSF0000795596"
9,X114,P.S. 114 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,2/2/2024,11/27/2024,,239888,"$215,511.00 ","$6,643.00 ",DSF0001035057
9,X114,P.S. 114 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,7/22/2019,7/20/2021,,7481250,"$7,424,357.00 ","$6,128,481.00 ","DSF0000798352, DSF0000795596"
9,X114,P.S. 114 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,11/30/2018,5/3/2019,4/12/2019,399000,"$435,345.00 ","$424,499.00 ","DSF0000798352, DSF0000795596"
9,X114,P.S. 114 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/18/2023,1/16/2024,10/11/2023,18612,"$4,296.00 ","$4,296.00 ",DSF0001035057
9,X114,P.S. 114 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,9/28/2018,3/6/2019,11/15/2018,99750,"$99,462.00 ","$99,462.00 ","DSF0000798352, DSF0000795596"
9,X114,P.S. 114 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,7/6/2023,11/3/2023,7/18/2023,4136,"$1,074.00 ","$1,074.00 ",DSF0001035057
10,X115,M.S. 363 - BRONX,DOE - RESOA,FY25 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,"$350,000.00 ",$0.00 ,DSF0001113363
10,X115,M.S. 363 - BRONX,DOE - RESOA,FY19 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,"$755,000.00 ",$0.00 ,DSF0000890976
10,X115,M.S. 363 - BRONX,DOE - RESOA,FY25 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,"$188,000.00 ",$0.00 ,DSF0001113362
10,X115,M.S. 363 - BRONX,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,8/1/2024,DOES,,DOES,"$65,832.00 ",$0.00 ,DSF0001084853
10,X115,M.S. 363 - BRONX,SCA CIP,SWIMMING POOL / EXTERIOR MASONRY @ X115 / WINDOWS / GYM FLOOR REPLACEMENT,"CM,F&E",In-Progress,9/20/2024,9/19/2026,,547679,"$185,860.00 ","$185,860.00 ","DSF0001009250, SCA0000070638, DSF0001034499, DSF0001083708"
10,X115,M.S. 363 - BRONX,SCA CIP,SWIMMING POOL / EXTERIOR MASONRY @ X115 / WINDOWS / GYM FLOOR REPLACEMENT,Construction,In-Progress,9/20/2024,9/19/2026,,8802000,"$8,211,198.00 ","$80,778.00 ","DSF0001009250, SCA0000070638, DSF0001034499, DSF0001083708"
10,X115,M.S. 363 - BRONX,SCA CIP,SWIMMING POOL / EXTERIOR MASONRY @ X115 / WINDOWS / GYM FLOOR REPLACEMENT,Design,Complete,8/8/2023,12/26/2023,1/31/2024,391201,"$436,083.00 ","$291,045.00 ","DSF0001009250, SCA0000070638, DSF0001034499, DSF0001083708"
10,X115,M.S. 363 - BRONX,SCA CIP,SWIMMING POOL / EXTERIOR MASONRY @ X115 / WINDOWS / GYM FLOOR REPLACEMENT,Scope,Complete,7/28/2021,8/25/2023,8/2/2023,78240,"$80,030.00 ","$80,030.00 ","DSF0001009250, SCA0000070638, DSF0001034499, DSF0001083708"
10,X115,M.S. 363 - BRONX,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,162380,"$162,380.00 ","$13,275.00 ",DSF0000890978
10,X115,M.S. 363 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,15528,"$15,528.00 ","$15,528.00 ",DSF0001113820
10,X115,M.S. 363 - BRONX,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,2381574,"$2,381,574.00 ","$10,353.00 ",DSF0000890978
10,X115,M.S. 363 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,16426,"$16,426.00 ",$0.00 ,DSF0001113820
10,X115,M.S. 363 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,In-Progress,6/3/2025,10/6/2025,,6718,"$6,718.00 ","$6,718.00 ",DSF0001113820
10,X115,M.S. 363 - BRONX,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,Design,In-Progress,10/30/2024,4/4/2025,,162380,"$132,678.00 ","$43,800.00 ",DSF0000890978
10,X115,M.S. 363 - BRONX,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,Scope,Complete,2/27/2019,6/27/2019,10/16/2019,0,"$29,702.00 ","$27,807.00 ",DSF0000890978
10,X115,M.S. 363 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,Complete,1/21/2025,4/22/2025,5/28/2025,1679,"$1,679.00 ","$1,679.00 ",DSF0001113820
10,X115,M.S. 363 - BRONX,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,10/26/2021,EMER,,EMER,"$117,121.00 ","$99,745.00 ",SCA0000070625
10,X115,SCHOOL BASED HEALTH CENTER - BRONX,SCA IEH,"PO18-ABATE AND REPLACE DAMAGED FLOOR TILES SPACES #1013, 1017, 1018, 5323",Construction,Complete,4/25/2025,IEH,6/15/2025,IEH,"$66,584.00 ","$1,310.00 ",SCA0000074193
12,X116,I.S. 217 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/1/2023,DIIR,1/23/2025,DIIR,"$150,000.00 ","$150,000.00 ",DSF0001034084
12,X116,I.S. 217 - BRONX,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,"$125,000.00 ",$0.00 ,DSF0001036233
12,X116,I.S. 217 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,1968352,"$1,968,352.00 ","$56,526.00 ","DSF0001080970, DSF0001136597, DSF0001136598"
12,X116,I.S. 217 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,19391793,"$19,391,793.00 ","$141,105.00 ","DSF0001080970, DSF0001136597, DSF0001136598"
12,X116,I.S. 217 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,10/29/2024,4/3/2025,3/28/2025,1224833,"$405,536.00 ","$399,354.00 ","DSF0001080970, DSF0001136597, DSF0001136598"
12,X116,I.S. 217 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,6/14/2024,10/31/2024,10/2/2024,263200,"$138,230.00 ","$134,355.00 ","DSF0001080970, DSF0001136597, DSF0001136598"
12,X116,I.S. 341 - BRONX,SCA Furniture & Equipment,FY21 RESO A MOBILE SCIENCE LABS,F&E,In-Progress,5/16/2025,,,150000,"$150,000.00 ",$0.00 ,DSF0001007943
9,X117,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX - BRONX,DOE - RESOA,FY23 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,"$300,620.00 ",$0.00 ,DSF0001036234
9,X117,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX - BRONX,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,2/19/2024,DOER,,DOER,"$65,507.00 ",$0.00 ,DSF0001086754
9,X117,I.S. 117 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,6/15/2022,6/13/2024,,518980,"$820,727.00 ","$820,141.00 ","DSF0000961019, DSF0000953914"
9,X117,I.S. 117 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,6/15/2022,6/13/2024,,8340750,"$7,676,517.00 ","$6,148,305.00 ","DSF0000961019, DSF0000953914"
9,X117,I.S. 117 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,1/5/2021,7/30/2021,7/28/2021,370700,"$395,875.00 ","$377,962.00 ","DSF0000961019, DSF0000953914"
9,X117,I.S. 117 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,8/17/2020,1/21/2021,1/4/2021,74140,"$96,245.00 ","$96,245.00 ","DSF0000961019, DSF0000953914"
9,X117,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX - BRONX,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,"CM,F&E",PNS,PNS,PNS,PNS,60027,"$60,027.00 ",$0.00 ,DSF0000822725
9,X117,I.S. 117 - BRONX,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,135000,"$135,000.00 ","$12,333.00 ",DSF0001113364
9,X117,I.S. 117 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,$0.00 ,$0.00 ,DSF0001113695
9,X117,I.S. 117 - BRONX,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,1980000,"$1,980,000.00 ",$0.00 ,DSF0001113364
9,X117,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX - BRONX,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,880400,"$880,400.00 ",$0.00 ,DSF0000822725
9,X117,I.S. 117 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,0,$0.00 ,$0.00 ,DSF0001113695
9,X117,I.S. 117 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,0,$0.00 ,$0.00 ,DSF0001113695
9,X117,I.S. 117 - BRONX,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,Design,In-Progress,5/13/2025,9/29/2025,,135000,"$114,777.00 ","$2,290.00 ",DSF0001113364
9,X117,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX - BRONX,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Design,PNS,PNS,PNS,PNS,60027,"$60,027.00 ",$0.00 ,DSF0000822725
9,X117,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX - BRONX,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Scope,PNS,PNS,PNS,PNS,0,$0.00 ,$0.00 ,DSF0000822725
9,X117,I.S. 117 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,PNS,PNS,PNS,PNS,0,$0.00 ,$0.00 ,DSF0001113695
9,X117,I.S. 117 - BRONX,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,Scope,Complete,2/4/2025,6/5/2025,5/9/2025,0,"$20,223.00 ",$573.00 ,DSF0001113364
10,X118,I.S. 118 - BRONX,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,"$400,000.00 ",$0.00 ,DSF0001034065
10,X118,I.S. 118 - BRONX,DOE - RESOA,FY24 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,"$250,000.00 ",$0.00 ,DSF0001086757
10,X118,I.S. 118 - BRONX,DOE - Skilled Trades,CAFETERIA LIGHTING UPGRADE & CEILING INSTALLATION,Construction,In-Progress,8/1/2023,DOES,,DOES,"$145,120.00 ",$0.00 ,DSF0001085333
10,X118,I.S. 118 - BRONX,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2/2/2024,DOES,,DOES,"$388,882.00 ",$0.00 ,DSF0001085741
10,X118,I.S. 118 - BRONX,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,"CM,F&E",PNS,PNS,PNS,PNS,239400,"$239,400.00 ","$49,741.00 ",DSF0001035072
10,X118,I.S. 118 - BRONX,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,3847500,"$3,847,500.00 ","$149,155.00 ",DSF0001035072
10,X118,I.S. 118 - BRONX,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,11/1/2023,3/21/2024,3/26/2024,171000,"$114,286.00 ","$101,374.00 ",DSF0001035072
10,X118,I.S. 118 - BRONX,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,8/4/2023,11/3/2023,10/23/2023,34200,"$49,364.00 ","$49,364.00 ",DSF0001035072
8,X119,P.S. 119 - BRONX,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,"$176,000.00 ",$0.00 ,DSF0001086758
8,X119,P.S. 119 - BRONX,SCA CIP,STRUCTURAL ISSUES/BUILDING FACADES- PERM FIX / ROOFS / WINDOWS / PARAPETS,"CM,F&E",In-Progress,8/2/2024,8/1/2026,,879461,"$352,519.00 ","$341,157.00 ","DSF0001108995, DSF0001081028, DSF0001111763, DSF0001111764"
8,X119,P.S. 119 - BRONX,SCA CIP,FLOOD ELIMINATION / PARAPETS,"CM,F&E",In-Progress,2/21/2019,11/17/2019,,144443,"$211,506.00 ","$203,898.00 ","DSF0000862747, DSF0000885410"
8,X119,P.S. 119 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,57500,"$57,500.00 ","$2,358.00 ",DSF0001087580
8,X119,P.S. 119 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,224152,"$224,152.00 ",$0.00 ,DSF0001087580
8,X119,P.S. 119 - BRONX,SCA CIP,FLOOD ELIMINATION / PARAPETS,Construction,In-Progress,2/21/2019,11/17/2019,,623246,"$449,483.00 ","$361,692.00 ","DSF0000862747, DSF0000885410"
8,X119,P.S. 119 - BRONX,SCA CIP,STRUCTURAL ISSUES/BUILDING FACADES- PERM FIX / ROOFS / WINDOWS / PARAPETS,Construction,In-Progress,8/2/2024,8/1/2026,,14026051,"$13,346,880.00 ","$2,390,476.00 ","DSF0001108995, DSF0001081028, DSF0001111763, DSF0001111764"
8,X119,P.S. 119 - BRONX,SCA CIP,FLOOD ELIMINATION / PARAPETS,Design,Complete,3/16/2018,8/15/2018,10/17/2018,58847,"$116,393.00 ","$113,875.00 ","DSF0000862747, DSF0000885410"
8,X119,P.S. 119 - BRONX,SCA CIP,STRUCTURAL ISSUES/BUILDING FACADES- PERM FIX / ROOFS / WINDOWS / PARAPETS,Design,Complete,11/14/2023,4/17/2024,4/16/2024,623380,"$508,360.00 ","$508,360.00 ","DSF0001108995, DSF0001081028, DSF0001111763, DSF0001111764"
8,X119,P.S. 119 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,5/14/2025,11/10/2025,,15593,"$15,593.00 ","$8,046.00 ",DSF0001087580
8,X119,P.S. 119 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/26/2025,7/25/2025,5/14/2025,3898,"$2,011.00 ","$2,011.00 ",DSF0001087580
8,X119,P.S. 119 - BRONX,SCA CIP,STRUCTURAL ISSUES/BUILDING FACADES- PERM FIX / ROOFS / WINDOWS / PARAPETS,Scope,Complete,6/5/2023,12/4/2023,10/30/2023,124676,"$170,698.00 ","$169,555.00 ","DSF0001108995, DSF0001081028, DSF0001111763, DSF0001111764"
8,X119,P.S. 119 - BRONX,SCA CIP,FLOOD ELIMINATION / PARAPETS,Scope,Complete,9/15/2017,2/5/2018,2/2/2018,16049,"$17,430.00 ","$17,430.00 ","DSF0000862747, DSF0000885410"
8,X119,P.S. 119 - BRONX,SCA Emergency Response,EMERGENCY- STRUCTURAL ISSUES/BUILDING FACADES,Construction,In-Progress,12/27/2022,EMER,,EMER,"$529,963.00 ","$510,663.00 ",SCA0000071651
8,X120,I.S. 301 - BRONX,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,"$150,000.00 ",$0.00 ,DSF0001086759
8,X120,I.S. 301 - BRONX,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,10/18/2024,DIIR,3/20/2025,DIIR,"$75,000.00 ","$75,000.00 ",DSF0001036236
8,X120,I.S. 301 - BRONX,DOE - RESOA,FY23 RESO A MULTIMEDIA CENTER,Construction,PNS,PNS,PNS,PNS,DOER,"$150,000.00 ",$0.00 ,DSF0001036235
8,X120,X188 SPED - BRONX,DOE - RESOA,FY25 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,"$175,000.00 ",$0.00 ,DSF0001113365
8,X120,I.S. 301 - BRONX,DOE - RESOA,FY20 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,"$110,053.00 ",$0.00 ,DSF0000913163
8,X120,GIRLS PREP CHARTER SCHOOL - X,DOE - RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,"$200,000.00 ",$0.00 ,DSF0000913501
8,X120,I.S. 301 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,12/6/2023,9/30/2024,,144648,"$138,344.00 ","$53,499.00 ",DSF0001034650
8,X120,I.S. 301 - BRONX,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,"CM,F&E",In-Progress,7/5/2023,7/3/2025,,622422,"$635,989.00 ","$624,551.00 ","DSF0000961021, DSF0000961020"
8,X120,I.S. 301 - BRONX,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Construction,In-Progress,7/5/2023,7/3/2025,,9986625,"$9,174,863.00 ","$5,844,460.00 ","DSF0000961021, DSF0000961020"
8,X120,I.S. 301 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,12/6/2023,9/30/2024,,171680,"$159,324.00 ","$119,657.00 ",DSF0001034650
8,X120,I.S. 301 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,2/2/2023,7/31/2023,4/12/2023,13320,"$11,789.00 ","$11,789.00 ",DSF0001034650
8,X120,I.S. 301 - BRONX,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,9/18/2020,2/24/2021,1/8/2021,443850,"$335,337.00 ","$307,137.00 ","DSF0000961021, DSF0000961020"
8,X120,I.S. 301 - BRONX,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,7/9/2020,12/10/2020,9/15/2020,88770,"$80,057.00 ","$80,057.00 ","DSF0000961021, DSF0000961020"
8,X120,I.S. 301 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/17/2023,5/16/2023,2/2/2023,2960,"$2,947.00 ","$2,947.00 ",DSF0001034650
8,X120,I.S. 301 - BRONX,SCA IEH,PO18-ABATE DAMAGED PIPE INSULATION IN ROOM #326 APPROX. 14LF,Construction,In-Progress,4/21/2025,IEH,,IEH,$750.00 ,$0.00 ,SCA0000074174
8,X120,I.S. 301 - BRONX,SCA IEH,PO18-SAFE ACCESS ABATEMENT,Construction,Complete,3/7/2025,IEH,3/20/2025,IEH,"$11,931.00 ",$664.00 ,SCA0000074042
8,X120,I.S. 301 - BRONX,SCA IEH,PO18-ABATE PIPE INSULATION IN CAFETERIA PLENUM APP.20LF,Construction,Complete,1/7/2025,IEH,2/9/2025,IEH,"$14,649.00 ","$14,649.00 ",SCA0000073778
11,X121,P.S. 121 - BRONX,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/24/2025,DIIR,5/23/2025,DIIR,"$250,000.00 ","$250,000.00 ",DSF0001113366
11,X121,P.S. 121 - BRONX,SCA IEH,"PO18-ABATE AND REPAIR DAMAGED PIPE INSULATION SPACE ID #1004, 1025, 1027, 1028 ABATE AND REPALCE DAM",Construction,In-Progress,4/22/2025,IEH,,IEH,$884.00 ,$134.00 ,SCA0000074179
10,X122,P.S. 310 - BRONX,DOE - RESOA,FY25 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,"$250,000.00 ",$0.00 ,DSF0001113368
10,X122,P.S. 310 - BRONX,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,"$200,000.00 ",$0.00 ,DSF0001086760
10,X122,P.S. 310 - BRONX,DOE - RESOA,FY25 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,"$228,000.00 ",$0.00 ,DSF0001113367
10,X122,P.S. 310 - BRONX,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,4/9/2021,FTK,,FTK,"$497,413.00 ","$493,871.00 ","DSF0000912137, DSF0000912944"
