"project_geographic_district","project_building_identifier","project_school_name","project_type","project_description","project_phase_name","project_status_name","project_phase_actual_start_date","project_phase_planned_end_date","project_phase_actual_end_date","BAC","EAC","AC","perc_complete","dfs_numbers"
10,"X779","P.S. 315 - BRONX","SCA CIP RESOA","PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY22 RESO A GYMNASIUM UPGRADE","Design","Complete","2023-01-18","2023-05-11","2023-05-05","72000.00","76228.00","39545.00","51.88","DSF0001034102, DSF0001034104"
10,"X779","P.S. 315 - BRONX","SCA CIP RESOA","PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY22 RESO A GYMNASIUM UPGRADE","Construction","In-Progress","2023-11-29","2024-09-23","","1056000.00","614909.00","444068.00","72.22","DSF0001034102, DSF0001034104"
10,"X779","P.S. 315 - BRONX","SCA CIP RESOA","PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY22 RESO A GYMNASIUM UPGRADE","CM,F&E","In-Progress","2023-11-29","2024-09-23","","72000.00","95300.00","93112.00","97.70","DSF0001034102, DSF0001034104"
10,"X779","P.S. 315 - BRONX","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","100000.00","0.00","0.00","DSF0001113428"
10,"X779","P.S. 315 - BRONX","DOE - RESOA","FY22 RESO A SUPPLEMENTAL COOLING","Construction","PNS","PNS","PNS","PNS","DOER","300000.00","0.00","0.00","DSF0001034705"
10,"X779","P.S. 315 - BRONX","DOE - RESOA","FY22 RESO A STEM LAB","Construction","PNS","PNS","PNS","PNS","DOER","250000.00","0.00","0.00","DSF0001034101"
10,"X779","P.S. 315 - BRONX","SCA Furniture & Equipment","FY23 RESO A MOBILE SCIENCE LAB","F&E","PNS","PNS","PNS","PNS","300000.00","300000.00","0.00","0.00","DSF0001036303"
10,"X781","THE BRONX STEM AND ARTS ACADEMY - BRONX","DOE - RESOA","FY25 RESO A SUPPLEMENTAL COOLING","Construction","PNS","PNS","PNS","PNS","DOER","812000.00","0.00","0.00","DSF0001113429"
9,"X782","THE HIGHBRIDGE GREEN SCHOOL","SCA CIP RESOA","PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","CM,F&E","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113707"
9,"X782","THE HIGHBRIDGE GREEN SCHOOL","SCA CIP RESOA","PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113707"
9,"X782","THE HIGHBRIDGE GREEN SCHOOL","SCA CIP RESOA","PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","Design","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113707"
9,"X782","THE HIGHBRIDGE GREEN SCHOOL","SCA CIP RESOA","PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","Scope","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113707"
11,"X784","ICAHN CHARTER SCHOOL 5 - BRONX","SCA Furniture & Equipment","FY25 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","125000.00","125000.00","0.00","0.00","DSF0001113431"
7,"X790","X188 SPED - BRONX","SCA CIP","IDA FLOOD ELIMINATION / IDA INTERIOR SPACES","Scope","Complete","2021-10-08","2022-02-14","2022-02-03","34753.00","19849.00","19849.00","100.00","SCA0000070755, DSF0001083781"
7,"X790","X188 SPED - BRONX","SCA CIP","IDA FLOOD ELIMINATION / IDA INTERIOR SPACES","Design","Complete","2022-12-20","2023-05-08","2023-06-15","167487.00","103003.00","90493.00","87.85","SCA0000070755, DSF0001083781"
7,"X790","BRONX LEADERSHIP ACADEMY II HS - BRONX","DOE - Skilled Trades","ACE BMS UPGRADE","Construction","In-Progress","2023-02-28","DOES","","DOES","1554000.00","0.00","0.00","DSF0001083016"
7,"X790","BRONX LEADERSHIP ACADEMY II HS - BRONX","SCA Emergency Response","EMERGENCY- FAILING ALUMINUM SIDING @ X790","Construction","In-Progress","2024-02-07","EMER","","EMER","217260.00","60130.00","27.68","SCA0000072720"
7,"X790","BRONX LEADERSHIP ACADEMY II HS - BRONX","SCA CIP","EXTERIOR FACADE @ X790","Scope","Complete","2024-04-08","2024-08-22","2024-10-08","61233.00","80393.00","80393.00","100.00","SCA0000072764"
7,"X790","BRONX LEADERSHIP ACADEMY II HS - BRONX","SCA CIP","EXTERIOR FACADE @ X790","Design","In-Progress","2024-10-08","2025-03-14","","285755.00","285755.00","77290.00","27.05","SCA0000072764"
7,"X790","X188 SPED - BRONX","DOE - RESOA","FY25 RESO A ROOM CONVERSION","Construction","PNS","PNS","PNS","PNS","DOER","400000.00","0.00","0.00","DSF0001113432"
7,"X790","X188 SPED - BRONX","DOE - RESOA","FY25 RESO A ROOM CONVERSION","Construction","PNS","PNS","PNS","PNS","DOER","175000.00","0.00","0.00","DSF0001113433"
7,"X790","BRONX LEADERSHIP ACADEMY II HS - BRONX","SCA CIP","EXTERIOR FACADE @ X790","CM,F&E","PNS","PNS","PNS","PNS","449043.00","449043.00","17718.00","3.95","SCA0000072764"
7,"X790","X188 SPED - BRONX","SCA CIP","IDA FLOOD ELIMINATION / IDA INTERIOR SPACES","CM,F&E","PNS","PNS","PNS","PNS","290353.00","290353.00","25852.00","8.90","SCA0000070755, DSF0001083781"
7,"X790","X188 SPED - BRONX","SCA CIP","IDA FLOOD ELIMINATION / IDA INTERIOR SPACES","Construction","PNS","PNS","PNS","PNS","3225435.00","3225435.00","10501.00","0.33","SCA0000070755, DSF0001083781"
7,"X790","BRONX LEADERSHIP ACADEMY II HS - BRONX","SCA CIP","EXTERIOR FACADE @ X790","Construction","PNS","PNS","PNS","PNS","4531254.00","4531254.00","250.00","0.01","SCA0000072764"
7,"X790","BRONX LEGACY HIGH SCHOOL","SCA Furniture & Equipment","FY24 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","125000.00","125000.00","125000.00","100.00","DSF0001086854"
7,"X807","DOE ADMINISTRATIVE OFFICE - BRONX","DOE - RESOA","FY20 RESO A ELECTRICAL UPGRADE","Construction","In-Progress","2023-12-01","DOER","","DOER","95568.00","0.00","0.00","DSF0000913519"
7,"X807","DOE ADMINISTRATIVE OFFICE - BRONX","SCA CIP","SITE WALLS","Scope","Complete","2024-05-07","2024-09-23","2024-10-08","9654.00","27673.00","27673.00","100.00","DSF0001138693"
7,"X807","DOE ADMINISTRATIVE OFFICE - BRONX","SCA CIP","SITE WALLS","Design","Complete","2024-10-08","2025-03-14","2025-04-16","38616.00","50772.00","29472.00","58.05","DSF0001138693"
7,"X807","DOE ADMINISTRATIVE OFFICE - BRONX","SCA CIP","SITE WALLS","Construction","PNS","PNS","PNS","PNS","555098.00","555098.00","3593.00","0.65","DSF0001138693"
7,"X807","DOE ADMINISTRATIVE OFFICE - BRONX","DOE - RESOA","FY24 RESO A ROOM CONVERSION","Construction","PNS","PNS","PNS","PNS","DOER","314000.00","0.00","0.00","DSF0001086855"
7,"X807","DOE ADMINISTRATIVE OFFICE - BRONX","SCA CIP","SITE WALLS","CM,F&E","PNS","PNS","PNS","PNS","142395.00","142395.00","24650.00","17.31","DSF0001138693"
10,"X819","P.S. 207 - BRONX","DIIT - RESOA","FY21 RESO A TECHNOLOGY UPGRADE","Purch & Install","In-Progress","2021-03-14","DIIR","","DIIR","437000.00","0.00","0.00","DSF0001007881"
10,"X819","P.S. 207 - BRONX","DOE - RESOA","FY19 RESO A ROOM CONVERSIONS/PARTITIONING","Construction","In-Progress","2022-02-11","DOER","","DOER","453991.00","0.00","0.00","DSF0000890963"
10,"X819","P.S. 207 - BRONX","DIIT - RESOA","FY22 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2024-10-22","DIIR","2025-01-23","DIIR","75000.00","75000.00","100.00","DSF0001034082"
10,"X819","P.S. 207 - BRONX","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","110000.00","0.00","0.00","DSF0001113434"
10,"X819","P.S. 207 - BRONX","DOE - RESOA","FY20 RESO A LIBRARY UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","227266.00","0.00","0.00","DSF0000913521"
8,"X823","BOYS PREPARATORY CHARTER SCHOOL OF THE BRONX","DIIT - RESOA","FY20 RESO A TECHNOLOGY UPGRADE","Purch & Install","In-Progress","2021-03-14","DIIR","","DIIR","35000.00","0.00","0.00","DSF0000914229"
10,"X826","P.S. 226 - BRONX","DOE - RESOA","FY24 RESO A LIBRARY UPGRADE","Construction","In-Progress","2024-03-22","DOER","","DOER","272491.00","0.00","0.00","DSF0001086856"
10,"X826","P.S. 226 - BRONX","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2024-07-16","2024-11-14","2024-07-23","3144.00","1660.00","1660.00","100.00","DSF0001087597"
10,"X826","P.S. 226 - BRONX","SCA CIP","IPDVS INSTALLATIONS","Design","Complete","2024-07-23","2025-01-21","2025-01-21","14148.00","6639.00","6639.00","100.00","DSF0001087597"
10,"X826","P.S. 226 - BRONX","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","In-Progress","2025-06-16","2026-05-11","","38062.00","28407.00","11429.00","40.23","DSF0001087597"
10,"X826","P.S. 226 - BRONX","SCA CIP","IPDVS INSTALLATIONS","Construction","In-Progress","2025-06-16","2026-05-11","","182352.00","159010.00","1810.00","1.14","DSF0001087597"
10,"X826","P.S. 226 - BRONX","SCA Furniture & Equipment","FY25 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","472000.00","472000.00","0.00","0.00","DSF0001113435"
10,"X827","P.S. 226 - BRONX","DOE - RESOA","FY23 RESO A LIBRARY UPGRADE","Construction","In-Progress","2023-11-22","DOER","","DOER","98973.00","0.00","0.00","DSF0001036304"
8,"X833","REGION 2 SUPERINTENDENT - BRONX","DIIT - RESOA","FY20 RESO A TECHNOLOGY UPGRADE","Purch & Install","In-Progress","2021-03-14","DIIR","","DIIR","100000.00","0.00","0.00","DSF0000913719"
11,"X839","BRONX HS FOR THE VISUAL ARTS - BRONX","SCA CIP","PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION","Scope","Complete","2024-05-21","2024-10-07","2024-12-06","107968.00","60041.00","59340.00","98.83","DSF0001032389, DSF0001032390, DSF0001111137, DSF0001138812"
11,"X839","BRONX HS FOR THE VISUAL ARTS - BRONX","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","150000.00","0.00","0.00","DSF0001113437"
11,"X839","BRONX HS FOR THE VISUAL ARTS - BRONX","SCA CIP","PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION","CM,F&E","PNS","PNS","PNS","PNS","875062.00","875062.00","20887.00","2.39","DSF0001032389, DSF0001032390, DSF0001111137, DSF0001138812"
11,"X839","BRONX HS FOR THE VISUAL ARTS - BRONX","SCA CIP","PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION","Construction","PNS","PNS","PNS","PNS","8178768.00","8178768.00","4008.00","0.05","DSF0001032389, DSF0001032390, DSF0001111137, DSF0001138812"
11,"X839","BRONX HS FOR THE VISUAL ARTS - BRONX","SCA CIP","PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION","Design","PNS","PNS","PNS","PNS","500112.00","500112.00","10915.00","2.18","DSF0001032389, DSF0001032390, DSF0001111137, DSF0001138812"
11,"X839","BRONX HS FOR THE VISUAL ARTS - BRONX","SCA Furniture & Equipment","FY24 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","125000.00","125000.00","105597.00","84.48","DSF0001086857"
10,"X843","P.S. 246 - BRONX","DOE - Lead Paint","LEAD PAINT ABATEMENT","Construction","Complete","2023-11-22","DOEL","2024-03-26","DOEL","121996.00","121996.00","100.00",""
10,"X843","P.S. 246 - BRONX","SCA IEH","PO18-SPACE ID: 3000 - ABATE APPROX. 240 SQFT OF VINYL FLOOR TILES IN THE 1ST-FLOOR HALLWAY OUTSIDE R","Construction","Complete","2025-03-28","IEH","2025-05-24","IEH","32393.00","2520.00","7.78","SCA0000074094"
10,"X843","P.S. 246 - BRONX","DOE - RESOA","FY20 RESO A WATER FOUNTAIN UPGRADES","Construction","PNS","PNS","PNS","PNS","DOER","52000.00","0.00","0.00","DSF0000913522"
8,"X848","P.S. 48 - BRONX","SCA IEH","PO18-SAFE ACCESS ABATEMENT","Construction","Complete","2024-12-18","IEH","2025-01-10","IEH","12108.00","6733.00","55.61","SCA0000073727"
9,"X851","P.S. 53 - BRONX","SCA CIP","PS53X @ X851/X874 OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT","Scope","Complete","2024-07-24","2024-10-23","2024-10-08","52694.00","193545.00","179698.00","92.85","DSF0001112388"
9,"X851","P.S. 53 - BRONX","SCA CIP","PS53X @ X851/X874 OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT","Design","In-Progress","2024-11-15","2025-04-04","","245906.00","311936.00","311936.00","100.00","DSF0001112388"
9,"X851","P.S. 53 - BRONX","DOE - RESOA","FY21 RESO A PA SYSTEM UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","500000.00","0.00","0.00","DSF0001007913"
9,"X851","P.S. 53 - BRONX","SCA CIP","PS53X @ X851/X874 OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT","CM,F&E","PNS","PNS","PNS","PNS","386424.00","386424.00","49346.00","12.77","DSF0001112388"
9,"X851","P.S. 53 - BRONX","SCA CIP","PS53X @ X851/X874 OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT","Construction","PNS","PNS","PNS","PNS","3899372.00","3899372.00","169354.00","4.34","DSF0001112388"
10,"X852","BRONX DANCE ACADEMY - BRONX","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","100000.00","0.00","0.00","DSF0001113438"
10,"X852","BRONX DANCE ACADEMY - BRONX","DIIT - RESOA","FY23 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","250000.00","0.00","0.00","DSF0001036305"
10,"X852","BRONX DANCE ACADEMY - BRONX","DOE - RESOA","FY24 RESO A ROOM CONVERSION","Construction","PNS","PNS","PNS","PNS","DOER","200000.00","0.00","0.00","DSF0001086860"
10,"X853","P.S. 59 - BRONX","SCA CIP","ROOFS","Scope","Complete","2019-07-19","2019-12-05","2019-11-06","21987.00","21709.00","21709.00","100.00","DSF0000909948"
10,"X853","P.S. 59 - BRONX","SCA CIP","ROOFS","Design","Complete","2019-11-13","2020-04-16","2021-05-12","109937.00","123968.00","119183.00","96.14","DSF0000909948"
10,"X853","P.S. 59 - BRONX","SCA CIP","ROOFS","CM,F&E","In-Progress","2023-04-17","2024-07-09","","153912.00","1580773.00","1533851.00","97.03","DSF0000909948"
10,"X853","P.S. 59 - BRONX","SCA CIP","ROOFS","Construction","In-Progress","2023-04-17","2024-07-09","","2473592.00","2904774.00","2220491.00","76.44","DSF0000909948"
7,"X855","P469 - THE BRONX SCHOOL FOR CONTINUOUS LEARNERS - BRONX","DIIT - RESOA","FY22 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2025-02-22","DIIR","2025-04-23","DIIR","100000.00","100000.00","100.00","DSF0001034134"
10,"X864","P.S. 205 - BRONX","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2025-03-10","2025-07-09","2025-03-13","2642.00","7793.00","7793.00","100.00","DSF0001087600"
10,"X864","P.S. 205 - BRONX","SCA CIP","IPDVS INSTALLATIONS","Design","In-Progress","2025-03-13","2025-09-08","","10567.00","31172.00","31172.00","100.00","DSF0001087600"
10,"X864","P.S. 205 - BRONX","SCA IEH","PO18-ABATE AND REPAIR WALL PAPER MASTIC OVER PLASTER IN ROOM #109A","Construction","Complete","2025-05-06","IEH","2025-05-10","IEH","17256.00","1550.00","8.98","SCA0000074248"
10,"X864","P.S. 205 - BRONX","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","PNS","PNS","PNS","PNS","38965.00","38965.00","0.00","0.00","DSF0001087600"
10,"X864","P.S. 205 - BRONX","SCA CIP","IPDVS INSTALLATIONS","Construction","PNS","PNS","PNS","PNS","151899.00","151899.00","0.00","0.00","DSF0001087600"
9,"X876","BRONX LEADERSHIP ACADEMY - X","DOE - RESOA","FY24 RESO A HYDROPONICS LAB","Construction","PNS","PNS","PNS","PNS","DOER","175000.00","0.00","0.00","DSF0001086861"
7,"X884","HEALTH OPPORTUNITIES (HS LVL) - X","DOE - RESOA","FY23 RESO A HYDROPONICS LAB","Construction","Complete","2024-06-12","DOER","2024-07-24","DOER","139199.00","0.00","0.00","DSF0001036307"
7,"X884","COMM HS FOR SOCIAL JUSTICE - X","DIIT - RESOA","FY22 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2024-12-13","DIIR","2025-02-03","DIIR","200000.00","200000.00","100.00","DSF0001034126"
7,"X884","COMM HS FOR SOCIAL JUSTICE - X","DIIT - RESOA","FY24 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2025-04-03","DIIR","2025-06-02","DIIR","50000.00","50000.00","100.00","DSF0001086862"
7,"X884","COMM HS FOR SOCIAL JUSTICE - X","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","50000.00","0.00","0.00","DSF0001113440"
7,"X884","HEALTH OPPORTUNITIES (HS LVL) - X","DOE - RESOA","FY15 RESO A ELECTRICAL UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","56818.00","0.00","0.00","DSF0000777446"
7,"X884","HEALTH OPPORTUNITIES (HS LVL) - X","SCA Furniture & Equipment","FY24 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","454423.00","454423.00","0.00","0.00","DSF0001086863"
10,"X886","GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II","SCA CIP","HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM","Scope","Complete","2023-12-15","2024-05-17","2024-05-24","97215.00","125436.00","125436.00","100.00","DSF0001111813, DSF0001111340"
10,"X886","GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II","SCA CIP","HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM","Design","Complete","2024-06-11","2024-12-16","2025-03-25","453669.00","249347.00","241086.00","96.69","DSF0001111813, DSF0001111340"
10,"X886","GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II","SCA CIP","HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM","CM,F&E","PNS","PNS","PNS","PNS","712909.00","712909.00","79008.00","11.08","DSF0001111813, DSF0001111340"
10,"X886","GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II","SCA CIP","HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM","Construction","PNS","PNS","PNS","PNS","7193897.00","7193897.00","179167.00","2.49","DSF0001111813, DSF0001111340"
8,"X953","HOSPITAL SCHOOLS - BRONX","DIIT - RESOA","FY20 RESO A TECHNOLOGY UPGRADE","Purch & Install","In-Progress","2021-03-14","DIIR","","DIIR","150000.00","0.00","0.00","DSF0000913720"
9,"X970","I.S. 241 - BRONX","SCA CIP","ROOF REPLACEMENT","Scope","Complete","2020-02-24","2020-07-08","2021-11-29","90790.00","81337.00","79684.00","97.97","DSF0000960683"
9,"X970","I.S. 241 - BRONX","SCA CIP","ROOF REPLACEMENT","Design","Complete","2021-12-08","2022-05-11","2022-05-10","453950.00","403525.00","386623.00","95.81","DSF0000960683"
9,"X970","I.S. 241 - BRONX","SCA CIP","IPDVS INSTALLATION","Scope","Complete","2022-03-22","2022-07-20","2022-04-12","3732.00","3456.00","3456.00","100.00","DSF0001034365"
9,"X970","I.S. 241 - BRONX","SCA CIP","IPDVS INSTALLATION","Design","Complete","2022-04-12","2022-10-05","2022-07-27","16793.00","13824.00","13824.00","100.00","DSF0001034365"
9,"X970","I.S. 241 - BRONX","DOE - RESOA","FY21 RESO A GYMNASIUM UPGRADE","Construction","In-Progress","2022-04-30","DOER","","DOER","646553.00","0.00","0.00","DSF0001007914"
9,"X970","I.S. 241 - BRONX","SCA CIP","ROOF REPLACEMENT","CM,F&E","In-Progress","2022-09-01","2025-08-15","","636178.00","318750.00","312350.00","97.99","DSF0000960683"
9,"X970","I.S. 241 - BRONX","SCA CIP","ROOF REPLACEMENT","Construction","In-Progress","2022-09-01","2025-08-15","","10213875.00","9577319.00","7629725.00","79.66","DSF0000960683"
9,"X970","I.S. 241 - BRONX","SCA CIP","IPDVS INSTALLATION","CM,F&E","In-Progress","2023-04-14","2024-02-07","","194338.00","190504.00","178583.00","93.74","DSF0001034365"
9,"X970","I.S. 241 - BRONX","SCA CIP","IPDVS INSTALLATION","Construction","In-Progress","2023-04-14","2024-02-07","","216439.00","205597.00","149620.00","72.77","DSF0001034365"
9,"X970","I.S. 241 - BRONX","DOE - Skilled Trades","CAFETERIA ENHANCEMENT EXPERIENCE","Construction","In-Progress","2024-04-08","DOES","","DOES","516339.00","0.00","0.00","DSF0001085779"
9,"X970","VALIDUS PREPRATORY ACADEMY -X","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2025-03-08","DIIR","2025-05-07","DIIR","306000.00","306000.00","100.00","DSF0001113441"
9,"X970","MOTT HALL BRONX HS - BRONX","SCA Furniture & Equipment","FY25 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","300000.00","300000.00","0.00","0.00","DSF0001113442"
11,"X981","P.S. 83 - BRONX","SCA CIP","ROOFS / MECHANICAL EQUIPMENT REPLACEMENT","Scope","Complete","2021-06-08","2021-10-22","2022-01-25","94105.00","37807.00","37807.00","100.00","DSF0001006466, DSF0001032912"
11,"X981","P.S. 83 - BRONX","SCA CIP","ROOFS / MECHANICAL EQUIPMENT REPLACEMENT","Design","Complete","2022-02-02","2022-07-05","2023-01-27","470523.00","403632.00","339678.00","84.16","DSF0001006466, DSF0001032912"
11,"X981","P.S. 83 - BRONX","SCA CIP","ROOFS / MECHANICAL EQUIPMENT REPLACEMENT","CM,F&E","In-Progress","2023-08-07","2025-11-03","","658732.00","142039.00","142039.00","100.00","DSF0001006466, DSF0001032912"
11,"X981","P.S. 83 - BRONX","SCA CIP","ROOFS / MECHANICAL EQUIPMENT REPLACEMENT","Construction","In-Progress","2023-08-07","2025-11-03","","10586761.00","9646745.00","4171062.00","43.24","DSF0001006466, DSF0001032912"
11,"X981","P.S. 83 - BRONX","SCA IEH","PO18-SAFE ACCESS ABATEMENT","Construction","Complete","2024-12-03","IEH","2025-01-08","IEH","10016.00","10016.00","100.00","SCA0000073660"
8,"X988","ALC - BRONX EDUCATIONAL CENTER","SCA IEH","PO18-SAFE ACCESS ABATEMENT","Construction","Complete","2025-06-06","IEH","2025-06-13","IEH","7239.00","0.00","0.00","SCA0000074348"
12,"XA21","X000 - BRONX","DIIT - RESOA","FY19 RESO A TECHNOLOGY","Purch & Install","PNS","PNS","PNS","PNS","DIIR","70000.00","0.00","0.00","DSF0000890477"
11,"XACO","BRONX CHARTER SCHOOL FOR EXCELLENCE 2","DIIT - RESOA","FY24 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","100000.00","0.00","0.00","DSF0001086864"
9,"XADW","BRONX CHARTER SCHOOL FOR EXCELLENCE 5","DIIT - RESOA","FY24 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","50000.00","0.00","0.00","DSF0001086865"
11,"XAEE","X000 - BRONX","SCA Furniture & Equipment","FY16 RESO A TECHNOLOGY","F&E","In-Progress","2016-12-20","","","35000.00","35000.00","0.00","0.00","DSF0000843720"
11,"XAEF","BRONX CHARTER SCHOOL FOR EXCELLENCE 3","DIIT - RESOA","FY24 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","200000.00","0.00","0.00","DSF0001086866"
